0.103207	0.708368	0.698258	0.000000	-0.937957	-0.164325	0.305341	0.000000	0.331035	-0.686449	0.647459	0.000000	0.624242	1.629995	-0.249794	1.000000	
0.082969	0.540068	0.837522	0.000000	-0.974608	-0.131422	0.181296	0.000000	0.207981	-0.831297	0.515450	0.000000	0.657438	1.647981	-0.213965	1.000000	
0.029624	0.390614	0.920078	0.000000	-0.988670	-0.124062	0.084503	0.000000	0.147155	-0.912156	0.382513	0.000000	0.684109	1.667408	-0.140523	1.000000	
-0.090659	0.348245	0.933009	0.000000	-0.985651	-0.165321	-0.034068	0.000000	0.142382	-0.922710	0.358236	0.000000	0.699081	1.669845	-0.087834	1.000000	
-0.149903	0.246211	0.957554	0.000000	-0.980214	-0.163634	-0.111376	0.000000	0.129266	-0.955303	0.265869	0.000000	0.704311	1.675385	-0.031925	1.000000	
-0.094700	0.376350	0.921625	0.000000	-0.980574	-0.195007	-0.021126	0.000000	0.171773	-0.905722	0.387506	0.000000	0.660519	1.653835	-0.127440	1.000000	
-0.101488	0.357682	0.928312	0.000000	-0.985845	-0.161335	-0.045615	0.000000	0.133453	-0.919801	0.368993	0.000000	0.675241	1.637339	-0.124057	1.000000	
-0.037610	0.377934	0.925068	0.000000	-0.998298	-0.055506	-0.017911	0.000000	0.044578	-0.924167	0.379378	0.000000	0.698651	1.580917	-0.109749	1.000000	
-0.017772	0.360536	0.932576	0.000000	-0.999381	0.021919	-0.027518	0.000000	-0.030362	-0.932488	0.359924	0.000000	0.707449	1.514869	-0.094367	1.000000	
0.012032	0.384568	0.923018	0.000000	-0.995569	0.090700	-0.024812	0.000000	-0.093259	-0.918630	0.383955	0.000000	0.717717	1.481164	-0.094667	1.000000	
0.070162	0.386078	0.919794	0.000000	-0.968132	0.248579	-0.030490	0.000000	-0.240413	-0.888342	0.391215	0.000000	0.734332	1.404752	-0.093024	1.000000	
0.134476	0.433587	0.891021	0.000000	-0.929022	0.367980	-0.038855	0.000000	-0.344725	-0.822553	0.452296	0.000000	0.730674	1.321815	-0.106995	1.000000	
0.189582	0.495393	0.847729	0.000000	-0.876072	0.475196	-0.081773	0.000000	-0.443347	-0.727169	0.524088	0.000000	0.720842	1.249369	-0.125832	1.000000	
0.412845	0.546280	0.728791	0.000000	-0.848628	0.521278	0.089996	0.000000	-0.330740	-0.655627	0.678796	0.000000	0.676073	1.214397	-0.185161	1.000000	
0.526450	0.594536	0.607764	0.000000	-0.841880	0.464329	0.275021	0.000000	-0.118692	-0.656449	0.744974	0.000000	0.625156	1.231116	-0.243086	1.000000	
0.526846	0.637369	0.562312	0.000000	-0.847306	0.341589	0.406681	0.000000	0.067126	-0.690709	0.720011	0.000000	0.592689	1.283159	-0.289547	1.000000	
0.543601	0.571606	0.614625	0.000000	-0.830836	0.262450	0.490746	0.000000	0.119205	-0.777423	0.617579	0.000000	0.581381	1.360852	-0.301574	1.000000	
